Team,Year,Sport,Gold_Count,Silver_Count,Bronze_Count
Slovenia,2004,Sailing,0,0,1
Slovenia,2008,Athletics,1,0,0
Slovenia,2008,Judo,0,0,1
Slovenia,2008,Sailing,0,1,0
Slovenia,2008,Shooting,0,0,1
Slovenia,2008,Swimming,0,1,0
Slovenia,2012,Athletics,0,1,0
Slovenia,2012,Judo,1,0,0
Slovenia,2012,Rowing,0,0,1
Slovenia,2012,Shooting,0,0,1
Slovenia,2016,Canoeing,0,1,0
Slovenia,2016,Judo,1,0,1
Slovenia,2016,Sailing,0,1,0
Slovenia,2020,Canoe Slalom,1,0,0
Slovenia,2020,Cycling Road,1,0,1
Slovenia,2020,Judo,0,1,0
Slovenia,2020,Sport Climbing,1,0,0
Slovenia,2024,Judo,1,0,0
Slovenia,2024,Sailing,0,1,0
Slovenia,2024,Sport Climbing,1,0,0
South Africa,1992,Athletics,0,1,0
South Africa,1992,Tennis,0,1,0
South Africa,1996,Athletics,1,1,0
South Africa,1996,Swimming,2,0,1
South Africa,2000,Athletics,0,1,2
South Africa,2000,Swimming,0,1,1
South Africa,2004,Athletics,0,2,0
South Africa,2004,Rowing,0,0,1
South Africa,2004,Swimming,1,1,1
South Africa,2008,Athletics,0,1,0
South Africa,2012,Athletics,0,1,0
South Africa,2012,Canoeing,0,0,1
South Africa,2012,Rowing,1,0,0
South Africa,2012,Swimming,2,1,0
South Africa,2016,Athletics,2,2,0
South Africa,2016,Rowing,0,1,0
South Africa,2016,Rugby Sevens,0,0,1
South Africa,2016,Swimming,0,3,0
South Africa,2016,Triathlon,0,0,1
South Africa,2020,Surfing,0,1,0
South Africa,2020,Swimming,1,1,0
South Africa,2024,Athletics,0,2,0
South Africa,2024,Cycling Mountain Bike,0,0,1
South Africa,2024,Rugby Sevens,0,0,1
South Africa,2024,Swimming,1,1,0
South Korea,1992,Archery,2,2,0
South Korea,1992,Athletics,1,0,0
South Korea,1992,Badminton,0,1,0
South Korea,1992,Boxing,0,0,2
South Korea,1992,Gymnastics,0,0,1
South Korea,1992,Handball,1,0,0
South Korea,1992,Judo,1,1,2
South Korea,1992,Shooting,2,0,0
South Korea,1992,Table Tennis,0,0,2
South Korea,1992,Weightlifting,1,0,0
South Korea,1992,Wrestling,2,1,1
South Korea,1996,Archery,2,1,1
South Korea,1996,Athletics,0,1,0
South Korea,1996,Badminton,1,0,0
South Korea,1996,Boxing,0,1,0
South Korea,1996,Gymnastics,0,1,0
South Korea,1996,Handball,0,1,0
South Korea,1996,Hockey,0,1,0
South Korea,1996,Judo,2,4,2
South Korea,1996,Wrestling,1,3,0
South Korea,2000,Archery,3,1,1
South Korea,2000,Baseball,0,0,1
South Korea,2000,Fencing,1,0,1
South Korea,2000,Gymnastics,0,1,1
South Korea,2000,Hockey,0,1,0
South Korea,2000,Judo,0,2,3
South Korea,2000,Shooting,0,1,0
South Korea,2000,Taekwondo,3,1,0
South Korea,2000,Wrestling,1,2,1
South Korea,2004,Archery,3,1,0
South Korea,2004,Badminton,0,2,0
South Korea,2004,Boxing,0,0,2
South Korea,2004,Gymnastics,0,1,1
South Korea,2004,Handball,0,1,0
South Korea,2004,Judo,1,1,1
South Korea,2004,Shooting,0,2,1
South Korea,2004,Table Tennis,1,0,1
South Korea,2004,Taekwondo,2,0,2
South Korea,2004,Weightlifting,0,2,0
South Korea,2004,Wrestling,1,1,0
South Korea,2008,Archery,2,2,1
South Korea,2008,Baseball,1,0,0
South Korea,2008,Boxing,0,0,1
South Korea,2008,Fencing,0,1,0
South Korea,2008,Gymnastics,0,1,0
South Korea,2008,Handball,0,0,1
South Korea,2008,Judo,1,2,1
South Korea,2008,Shooting,1,1,0
South Korea,2008,Swimming,1,1,0
South Korea,2008,Table Tennis,0,0,2
South Korea,2008,Taekwondo,4,0,0
South Korea,2008,Weightlifting,2,1,0
South Korea,2008,Wrestling,0,0,1
South Korea,2012,Archery,3,0,1
South Korea,2012,Boxing,0,1,0
South Korea,2012,Fencing,2,1,3
South Korea,2012,Football,0,0,1
South Korea,2012,Gymnastics,1,0,0
South Korea,2012,Judo,2,0,1
South Korea,2012,Shooting,3,2,0
South Korea,2012,Swimming,0,2,0
South Korea,2012,Table Tennis,0,1,0
South Korea,2012,Taekwondo,1,1,0
South Korea,2012,Wrestling,1,0,0
South Korea,2016,Archery,4,0,1
South Korea,2016,Fencing,1,0,1
South Korea,2016,Golf,1,0,0
South Korea,2016,Judo,0,2,1
South Korea,2016,Shooting,1,1,0
South Korea,2016,Taekwondo,2,0,3
South Korea,2016,Weightlifting,0,0,1
South Korea,2016,Wrestling,0,0,1
South Korea,2020,Archery,4,0,0
South Korea,2020,Artistic Gymnastics,1,0,1
South Korea,2020,Badminton,0,0,1
South Korea,2020,Fencing,1,1,3
South Korea,2020,Judo,0,1,2
South Korea,2020,Modern Pentathlon,0,0,1
South Korea,2020,Shooting,0,1,0
South Korea,2020,Taekwondo,0,1,2
South Korea,1992,Badminton,1,0,1
South Korea,1992,Table Tennis,0,0,2
South Korea,1996,Badminton,1,0,0
South Korea,1996,Table Tennis,0,0,1
South Korea,2000,Badminton,0,1,0
South Korea,2000,Table Tennis,0,0,1
South Korea,2004,Badminton,0,0,1
South Korea,2004,Table Tennis,0,1,0
South Korea,2008,Badminton,1,1,1
South Korea,2012,Badminton,0,0,1
South Korea,2016,Badminton,0,0,1
South Korea,1992,Badminton,1,0,0
South Korea,1992,Table Tennis,0,0,1
South Korea,1996,Badminton,0,2,0
South Korea,1996,Table Tennis,0,0,1
South Korea,2000,Badminton,0,0,1
South Korea,2004,Badminton,1,0,0
Spain,1992,Archery,1,0,0
Spain,1992,Athletics,2,1,1
Spain,1992,Boxing,0,1,0
Spain,1992,Cycling,1,0,0
Spain,1992,Football,1,0,0
Spain,1992,Hockey,1,0,0
Spain,1992,Judo,2,0,0
Spain,1992,Rhythmic Gymnastics,0,1,0
Spain,1992,Sailing,4,1,0
Spain,1992,Swimming,1,0,0
Spain,1992,Tennis,0,2,1
Spain,1992,Water Polo,0,1,0
Spain,1996,Athletics,0,1,1
Spain,1996,Boxing,0,0,1
Spain,1996,Cycling,1,1,0
Spain,1996,Handball,0,0,1
Spain,1996,Hockey,0,1,0
Spain,1996,Judo,0,1,2
Spain,1996,Rhythmic Gymnastics,1,0,0
Spain,1996,Sailing,2,0,0
Spain,1996,Tennis,0,2,1
Spain,1996,Water Polo,1,0,0
Spain,2000,Athletics,0,0,1
Spain,2000,Boxing,0,1,0
Spain,2000,Cycling,1,0,1
Spain,2000,Football,0,1,0
Spain,2000,Gymnastics,1,0,0
Spain,2000,Handball,0,0,1
Spain,2000,Judo,1,0,0
Spain,2000,Swimming,0,0,1
Spain,2000,Taekwondo,0,1,0
Spain,2000,Tennis,0,0,1
Spain,2004,Athletics,0,1,2
Spain,2004,Beach Volleyball,0,1,0
Spain,2004,Canoeing,1,1,0
Spain,2004,Cycling,0,3,2
Spain,2004,Equestrianism,0,1,1
Spain,2004,Gymnastics,1,0,1
Spain,2004,Sailing,1,2,0
Spain,2004,Shooting,0,1,0
Spain,2008,Basketball,0,1,0
Spain,2008,Canoeing,1,2,0
Spain,2008,Cycling,2,1,1
Spain,2008,Fencing,0,0,1
Spain,2008,Gymnastics,0,1,0
Spain,2008,Handball,0,0,1
Spain,2008,Hockey,0,1,0
Spain,2008,Sailing,1,1,0
Spain,2008,Synchronized Swimming,0,2,0
Spain,2008,Tennis,1,0,0
Spain,2012,Basketball,0,1,0
Spain,2012,Canoeing,0,2,1
Spain,2012,Handball,0,0,1
Spain,2012,Sailing,2,0,0
Spain,2012,Swimming,0,2,0
Spain,2012,Synchronized Swimming,0,1,1
Spain,2012,Taekwondo,1,2,0
Spain,2012,Triathlon,0,1,0
Spain,2012,Water Polo,0,1,0
Spain,2012,Wrestling,0,0,1
Spain,2016,Athletics,1,1,0
Spain,2016,Badminton,1,0,0
Spain,2016,Basketball,0,1,1
Spain,2016,Canoeing,3,0,1
Spain,2016,Cycling,0,0,1
Spain,2016,Rhythmic Gymnastics,0,1,0
Spain,2016,Swimming,1,0,1
Spain,2016,Taekwondo,0,1,1
Spain,2016,Weightlifting,0,0,1
Spain,2020,Artistic Gymnastics,0,1,0
Spain,2020,Athletics,0,0,1
Spain,2020,Canoe Slalom,0,1,0
Spain,2020,Canoe Sprint,0,2,0
Spain,2020,Cycling Mountain Bike,0,0,1
Spain,2020,Football,0,1,0
Spain,2020,Handball,0,0,1
Spain,2020,Karate,1,1,0
Spain,2020,Sailing,0,0,2
Spain,2020,Shooting,1,0,0
Spain,2020,Sport Climbing,1,0,0
Spain,2020,Taekwondo,0,1,0
Spain,2020,Tennis,0,0,1
Spain,2020,Water Polo,0,1,0
Spain,2024,3x3 Basketball,0,1,0
Spain,2024,Artistic Swimming,0,0,1
Spain,2024,Athletics,2,1,1
Spain,2024,Boxing,0,1,1
Spain,2024,Canoe Slalom,0,0,1
Spain,2024,Canoe Sprint,0,0,2
Spain,2024,Football,1,0,0
Spain,2024,Handball,0,0,1
Spain,2024,Judo,0,0,1
Spain,2024,Sailing,1,0,0
Spain,2024,Tennis,0,1,1
Spain,2024,Water Polo,1,0,0
Spain,2008,Tennis,0,1,0
Spain,2004,Tennis,0,1,0
Spain,2016,Tennis,1,0,0
Sri Lanka,2000,Athletics,0,1,0
Sudan,2008,Athletics,0,1,0
Sunrise,2008,Equestrianism,0,1,0
Suriname,1992,Swimming,0,0,1
Sweden,1992,Athletics,0,1,0
Sweden,1992,Canoeing,0,2,1
Sweden,1992,Handball,0,1,0
Sweden,1992,Shooting,0,0,1
Sweden,1992,Swimming,0,2,1
Sweden,1992,Table Tennis,1,0,0
Sweden,1992,Wrestling,0,1,1
Sweden,1996,Archery,0,1,0
Sweden,1996,Athletics,1,0,0
Sweden,1996,Canoeing,1,0,1
Sweden,1996,Handball,0,1,0
Sweden,1996,Sailing,0,1,0
Sweden,1996,Swimming,0,1,0
Sweden,1996,Wrestling,0,0,1
Sweden,2000,Athletics,0,0,1
Sweden,2000,Canoeing,0,1,0
Sweden,2000,Handball,0,1,0
Sweden,2000,Sailing,0,0,1
Sweden,2000,Shooting,2,0,0
Sweden,2000,Swimming,1,2,1
Sweden,2000,Table Tennis,0,1,0
Sweden,2000,Wrestling,1,0,0
Sweden,2004,Athletics,3,0,0
Sweden,2004,Canoeing,1,0,0
Sweden,2004,Equestrianism,0,1,0
Sweden,2004,Sailing,0,0,1
Sweden,2004,Wrestling,0,1,0
Sweden,2008,Cycling,0,2,0
Sweden,2008,Equestrianism,0,1,0
Sweden,2008,Sailing,0,0,1
Sweden,2012,Equestrianism,0,1,0
Sweden,2012,Handball,0,1,0
Sweden,2012,Sailing,1,0,1
Sweden,2012,Shooting,0,1,0
Sweden,2012,Triathlon,0,1,0
Sweden,2012,Wrestling,0,0,2
Sweden,2016,Cycling,1,1,0
Sweden,2016,Equestrianism,0,1,0
Sweden,2016,Football,0,1,0
Sweden,2016,Golf,0,1,0
Sweden,2016,Shooting,0,1,0
Sweden,2016,Swimming,1,1,1
Sweden,2016,Wrestling,0,0,2
Sweden,2020,Athletics,2,1,0
Sweden,2020,Equestrian,1,1,0
Sweden,2020,Football,0,1,0
Sweden,2020,Sailing,0,2,0
Sweden,2020,Swimming,0,1,0
Sweden,2024,Athletics,1,0,0
Sweden,2024,Beach Volleyball,1,0,0
Sweden,2024,Cycling Mountain Bike,0,0,1
Sweden,2024,Judo,0,0,1
Sweden,2024,Sailing,0,1,1
Sweden,2024,Shooting,0,1,0
Sweden,2024,Swimming,2,0,0
Sweden,2024,Table Tennis,0,2,0
Sweden,2008,Tennis,0,1,0
Switzerland,1992,Tennis,1,0,0
Switzerland,1996,Canoeing,0,1,0
Switzerland,1996,Cycling,1,1,0
Switzerland,1996,Equestrianism,0,1,0
Switzerland,1996,Gymnastics,1,0,0
Switzerland,1996,Rowing,2,0,0
Switzerland,2000,Cycling,0,1,1
Switzerland,2000,Equestrianism,0,1,0
Switzerland,2000,Fencing,0,2,0
Switzerland,2000,Rowing,0,1,0
Switzerland,2000,Shooting,0,1,0
Switzerland,2000,Triathlon,1,0,1
Switzerland,2004,Cycling,0,1,1
Switzerland,2004,Fencing,1,0,0
Switzerland,2004,Triathlon,0,0,1
Switzerland,2008,Cycling,1,1,2
Switzerland,2008,Equestrianism,0,0,1
Switzerland,2008,Judo,0,0,1
Switzerland,2008,Tennis,1,0,0
Switzerland,2012,Cycling,0,1,0
Switzerland,2012,Equestrianism,1,0,0
Switzerland,2012,Tennis,0,1,0
Switzerland,2012,Triathlon,1,0,0
Switzerland,2016,Cycling,2,0,0
Switzerland,2016,Gymnastics,0,0,1
Switzerland,2016,Rowing,1,0,0
Switzerland,2016,Shooting,0,0,1
Switzerland,2016,Tennis,0,1,0
Switzerland,2016,Triathlon,0,1,0
Switzerland,2020,Beach Volleyball,0,0,1
Switzerland,2020,Cycling BMX Freestyle,0,0,1
Switzerland,2020,Cycling Mountain Bike,1,2,1
Switzerland,2020,Cycling Road,0,1,0
Switzerland,2020,Shooting,1,0,1
Switzerland,2020,Swimming,0,0,2
Switzerland,2020,Tennis,1,1,0
Switzerland,2024,Beach Volleyball,0,0,1
Switzerland,2024,Cycling BMX Racing,0,0,0
Switzerland,2024,Equestrian,0,1,0
Switzerland,2024,Rowing,0,0,1
Switzerland,2024,Shooting,1,0,1
Switzerland,2024,Swimming,0,0,1
Switzerland,2024,Triathlon,0,1,0
Switzerland,2004,Beach Volleyball,0,0,1
Syria,1996,Athletics,1,0,0
Syria,2004,Boxing,0,0,1
Syria,2020,Weightlifting,0,0,1
Tajikistan,2008,Judo,0,0,1
Tajikistan,2008,Wrestling,0,1,0
Tajikistan,2012,Boxing,0,0,1
Tajikistan,2016,Athletics,1,0,0
Tajikistan,2024,Boxing,0,0,1
Tajikistan,2024,Judo,0,0,2
Thailand,1992,Boxing,0,0,1
Thailand,1996,Boxing,1,0,1
Thailand,2000,Boxing,1,0,1
Thailand,2000,Weightlifting,0,0,1
Thailand,2004,Boxing,1,1,1
Thailand,2004,Taekwondo,0,0,1
Thailand,2004,Weightlifting,2,0,2
Thailand,2008,Boxing,1,1,0
Thailand,2008,Taekwondo,0,1,0
Thailand,2008,Weightlifting,1,0,0
Thailand,2012,Boxing,0,1,0
Thailand,2012,Taekwondo,0,0,1
Thailand,2012,Weightlifting,0,1,0
Thailand,2016,Taekwondo,0,1,1
Thailand,2016,Weightlifting,2,1,1
Thailand,2020,Boxing,0,0,1
Thailand,2020,Taekwondo,1,0,0
Thailand,2024,Badminton,0,1,0
Thailand,2024,Boxing,0,0,1
Thailand,2024,Taekwondo,1,0,0
Thailand,2024,Weightlifting,0,2,1
Togo,2008,Canoeing,0,0,1
Tonga,1996,Boxing,0,1,0
Trinidad and Tobago,1996,Athletics,0,0,2
Trinidad and Tobago,2000,Athletics,0,1,1
Trinidad and Tobago,2004,Swimming,0,0,1
Trinidad and Tobago,2008,Athletics,1,1,0
Trinidad and Tobago,2012,Athletics,1,1,2
Trinidad and Tobago,2016,Athletics,0,0,1
Tunisia,1996,Boxing,0,0,1
Tunisia,2008,Swimming,1,0,0
Tunisia,2012,Athletics,0,1,0
Tunisia,2012,Swimming,1,0,1
Tunisia,2016,Fencing,0,0,1
Tunisia,2016,Taekwondo,0,0,1
Tunisia,2016,Wrestling,0,0,1
Tunisia,2020,Swimming,1,0,0
Tunisia,2020,Taekwondo,0,1,0
Tunisia,2024,Fencing,0,1,0
Tunisia,2024,Taekwondo,1,0,1
Turkey,1992,Judo,0,0,1
Turkey,1992,Weightlifting,1,0,0
Turkey,1992,Wrestling,1,2,1
Turkey,1996,Boxing,0,1,0
Turkey,1996,Weightlifting,2,0,0
Turkey,1996,Wrestling,2,0,1
Turkey,2000,Judo,1,0,0
Turkey,2000,Taekwondo,0,0,1
Turkey,2000,Weightlifting,1,0,0
Turkey,2000,Wrestling,1,0,1
Turkey,2004,Athletics,0,0,1
Turkey,2004,Boxing,0,1,0
Turkey,2004,Taekwondo,0,1,0
Turkey,2004,Weightlifting,3,0,2
Turkey,2004,Wrestling,0,1,2
Turkey,2008,Athletics,0,1,0
Turkey,2008,Boxing,0,0,1
Turkey,2008,Taekwondo,0,1,1
Turkey,2008,Weightlifting,0,1,0
Turkey,2008,Wrestling,1,0,1
Turkey,2012,Athletics,1,1,0
Turkey,2012,Taekwondo,1,1,0
Turkey,2012,Wrestling,0,0,1
Turkey,2016,Athletics,0,0,1
Turkey,2016,Taekwondo,0,0,1
Turkey,2016,Weightlifting,0,1,0
Turkey,2016,Wrestling,1,2,2
Turkey,2020,Archery,1,0,0
Turkey,2020,Artistic Gymnastics,0,0,1
Turkey,2020,Boxing,1,1,0
Turkey,2020,Karate,0,1,3
Turkey,2020,Taekwondo,0,0,2
Turkey,2020,Wrestling,0,0,3
Turkmenistan,2020,Weightlifting,0,1,0
TÃ¼rkiye,2024,Archery,0,0,1
TÃ¼rkiye,2024,Boxing,0,2,1
TÃ¼rkiye,2024,Shooting,0,1,0
TÃ¼rkiye,2024,Taekwondo,0,0,1
TÃ¼rkiye,2024,Wrestling,0,0,2
Uganda,1996,Athletics,0,0,1
Uganda,2012,Athletics,1,0,0
Uganda,2020,Athletics,2,1,1
Uganda,2024,Athletics,1,1,0
Ukraine,1996,Archery,0,0,1
Ukraine,1996,Athletics,1,0,3
Ukraine,1996,Boxing,1,0,1
Ukraine,1996,Gymnastics,3,1,1
Ukraine,1996,Rhythmic Gymnastics,1,0,1
Ukraine,1996,Rowing,0,1,0
Ukraine,1996,Sailing,1,0,1
Ukraine,1996,Weightlifting,1,0,1
Ukraine,1996,Wrestling,1,0,3
Ukraine,2000,Archery,0,1,0
Ukraine,2000,Athletics,0,0,2
Ukraine,2000,Boxing,0,2,3
Ukraine,2000,Cycling,0,1,1
Ukraine,2000,Diving,0,0,1
Ukraine,2000,Gymnastics,0,1,1
Ukraine,2000,Judo,0,0,1
Ukraine,2000,Sailing,0,0,1
Ukraine,2000,Shooting,1,0,0
Ukraine,2000,Swimming,2,2,0
Ukraine,2000,Trampolining,0,1,0
Ukraine,2000,Wrestling,0,2,0
Ukraine,2004,Archery,0,0,1
Ukraine,2004,Athletics,0,1,2
Ukraine,2004,Canoeing,0,0,1
Ukraine,2004,Fencing,0,0,1
Ukraine,2004,Gymnastics,1,0,0
Ukraine,2004,Handball,0,0,1
Ukraine,2004,Judo,0,1,0
Ukraine,2004,Rhythmic Gymnastics,0,0,1
Ukraine,2004,Rowing,0,0,1
Ukraine,2004,Sailing,0,2,0
Ukraine,2004,Shooting,1,0,0
Ukraine,2004,Swimming,2,0,1
Ukraine,2004,Trampolining,1,0,0
Ukraine,2004,Weightlifting,1,1,0
Ukraine,2004,Wrestling,2,0,0
Ukraine,2008,Archery,1,0,0
Ukraine,2008,Athletics,1,1,3
Ukraine,2008,Boxing,1,0,1
Ukraine,2008,Canoeing,1,0,1
Ukraine,2008,Cycling,0,0,1
Ukraine,2008,Diving,0,0,1
Ukraine,2008,Fencing,1,0,0
Ukraine,2008,Gymnastics,0,0,1
Ukraine,2008,Judo,0,0,1
Ukraine,2008,Modern Pentathlon,0,0,1
Ukraine,2008,Rhythmic Gymnastics,0,0,1
Ukraine,2008,Shooting,2,1,0
Ukraine,2008,Weightlifting,0,1,1
Ukraine,2008,Wrestling,0,2,3
Ukraine,2012,Athletics,0,1,2
Ukraine,2012,Boxing,2,1,2
Ukraine,2012,Canoeing,1,2,0
Ukraine,2012,Fencing,1,0,1
Ukraine,2012,Gymnastics,0,0,1
Ukraine,2012,Rowing,1,0,0
Ukraine,2012,Shooting,0,0,2
Ukraine,2012,Weightlifting,1,0,1
Ukraine,2012,Wrestling,0,1,0
Ukraine,2016,Athletics,0,0,1
Ukraine,2016,Canoeing,1,0,1
Ukraine,2016,Fencing,0,1,1
Ukraine,2016,Gymnastics,1,1,0
Ukraine,2016,Modern Pentathlon,0,1,0
Ukraine,2016,Rhythmic Gymnastics,0,0,1
Ukraine,2016,Shooting,0,1,0
Ukraine,2016,Wrestling,0,1,0
Ukraine,2020,Artistic Swimming,0,0,2
Ukraine,2020,Athletics,0,0,1
Ukraine,2020,Boxing,0,1,0
Ukraine,2020,Canoe Sprint,0,1,1
Ukraine,2020,Cycling Track,0,1,0
Ukraine,2020,Fencing,0,0,1
Ukraine,2020,Judo,0,0,1
Ukraine,2020,Karate,0,1,1
Ukraine,2020,Shooting,0,0,1
Ukraine,2020,Swimming,0,1,1
Ukraine,2020,Tennis,0,0,1
Ukraine,2020,Wrestling,1,1,2
Ukraine,2024,Artistic Gymnastics,0,1,0
Ukraine,2024,Athletics,1,0,2
Ukraine,2024,Boxing,1,0,0
Ukraine,2024,Canoe Sprint,0,1,0
Ukraine,2024,Fencing,1,0,1
Ukraine,2024,Shooting,0,1,0
Ukraine,2024,Wrestling,0,2,1
Unified Team,1992,Archery,0,0,2
Unified Team,1992,Athletics,7,11,3
Unified Team,1992,Basketball,1,0,0
Unified Team,1992,Boxing,0,1,1
Unified Team,1992,Canoeing,1,1,0
Unified Team,1992,Diving,0,2,1
Unified Team,1992,Fencing,1,2,2
Unified Team,1992,Gymnastics,9,5,4
Unified Team,1992,Handball,1,0,1
Unified Team,1992,Judo,2,0,2
Unified Team,1992,Modern Pentathlon,0,1,1
Unified Team,1992,Rhythmic Gymnastics,1,0,1
Unified Team,1992,Rowing,0,0,1
Unified Team,1992,Shooting,5,2,1
Unified Team,1992,Swimming,6,3,1
Unified Team,1992,Tennis,0,0,2
Unified Team,1992,Volleyball,0,1,0
Unified Team,1992,Water Polo,0,0,1
Unified Team,1992,Weightlifting,5,4,0
Unified Team,1992,Wrestling,6,5,5
United Arab Emirates,2004,Shooting,1,0,0
United Arab Emirates,2016,Judo,0,0,1
United States,1992,Athletics,12,8,10
United States,1992,Basketball,1,0,1
United States,1992,Boxing,1,1,1
United States,1992,Canoeing,0,0,2
United States,1992,Cycling,0,0,2
United States,1992,Diving,1,1,1
United States,1992,Equestrianism,0,0,2
United States,1992,Gymnastics,1,2,3
United States,1992,Judo,0,1,0
United States,1992,Rowing,0,2,1
United States,1992,Sailing,1,6,2
United States,1992,Shooting,1,1,0
United States,1992,Swimming,11,9,7
United States,1992,Synchronized Swimming,2,0,0
United States,1992,Tennis,2,0,1
United States,1992,Volleyball,0,0,2
United States,1992,Wrestling,3,3,2
United States,1996,Archery,2,0,0
United States,1996,Athletics,13,5,5
United States,1996,Baseball,0,0,1
United States,1996,Basketball,2,0,0
United States,1996,Boxing,1,0,5
United States,1996,Canoeing,0,1,0
United States,1996,Cycling,0,2,1
United States,1996,Diving,0,0,2
United States,1996,Equestrianism,0,2,2
United States,1996,Football,1,0,0
United States,1996,Gymnastics,2,2,1
United States,1996,Judo,0,0,1
United States,1996,Rowing,0,3,1
United States,1996,Sailing,0,0,2
United States,1996,Shooting,1,1,1
United States,1996,Softball,1,0,0
United States,1996,Swimming,13,11,2
United States,1996,Synchronized Swimming,1,0,0
United States,1996,Tennis,3,0,0
United States,1996,Wrestling,3,4,1
United States,2000,Archery,0,1,1
United States,2000,Athletics,7,4,5
United States,2000,Baseball,1,0,0
United States,2000,Basketball,2,0,0
United States,2000,Boxing,0,2,2
United States,2000,Cycling,1,1,0
United States,2000,Diving,1,0,0
United States,2000,Equestrianism,1,0,2
United States,2000,Football,0,1,0
United States,2000,Gymnastics,0,0,1
United States,2000,Modern Pentathlon,0,1,0
United States,2000,Rowing,0,1,2
United States,2000,Sailing,1,2,1
United States,2000,Shooting,1,0,2
United States,2000,Softball,1,0,0
United States,2000,Swimming,13,8,10
United States,2000,Taekwondo,1,0,0
United States,2000,Tennis,2,0,1
United States,2000,Water Polo,0,1,0
United States,2000,Weightlifting,1,0,1
United States,2000,Wrestling,2,2,3
United States,2004,Athletics,9,11,5
United States,2004,Basketball,1,0,1
United States,2004,Boxing,1,0,1
United States,2004,Canoeing,0,1,0
United States,2004,Cycling,0,2,0
United States,2004,Equestrianism,1,2,2
United States,2004,Fencing,1,0,1
United States,2004,Football,1,0,0
United States,2004,Gymnastics,2,6,1
United States,2004,Judo,0,0,1
United States,2004,Rowing,1,1,0
United States,2004,Sailing,1,1,0
United States,2004,Shooting,2,1,0
United States,2004,Softball,1,0,0
United States,2004,Swimming,12,9,7
United States,2004,Synchronized Swimming,0,0,2
United States,2004,Taekwondo,1,1,0
United States,2004,Tennis,0,1,0
United States,2004,Triathlon,0,0,1
United States,2004,Water Polo,0,0,1
United States,2004,Wrestling,1,3,2
United States,2008,Athletics,7,10,6
United States,2008,Baseball,0,0,1
United States,2008,Basketball,2,0,0
United States,2008,Boxing,0,0,1
United States,2008,Cycling,1,1,3
United States,2008,Equestrianism,1,1,1
United States,2008,Fencing,1,3,2
United States,2008,Football,1,0,0
United States,2008,Gymnastics,2,6,2
United States,2008,Judo,0,0,1
United States,2008,Rowing,1,1,1
United States,2008,Sailing,1,1,0
United States,2008,Shooting,2,2,2
United States,2008,Softball,0,1,0
United States,2008,Swimming,12,9,10
United States,2008,Taekwondo,0,1,2
United States,2008,Volleyball,1,1,0
United States,2008,Water Polo,0,2,0
United States,2008,Wrestling,1,0,2
United States,2012,Archery,0,1,0
United States,2012,Athletics,9,12,7
United States,2012,Basketball,2,0,0
United States,2012,Boxing,1,0,1
United States,2012,Cycling,1,2,1
United States,2012,Diving,1,1,2
United States,2012,Fencing,0,0,1
United States,2012,Football,1,0,0
United States,2012,Gymnastics,3,1,2
United States,2012,Judo,1,0,1
United States,2012,Rowing,1,0,2
United States,2012,Shooting,3,0,1
United States,2012,Swimming,16,9,6
United States,2012,Taekwondo,0,0,2
United States,2012,Tennis,1,0,0
United States,2012,Volleyball,0,1,0
United States,2012,Water Polo,1,0,0
United States,2012,Wrestling,2,0,2
United States,2016,Archery,0,1,1
United States,2016,Athletics,13,10,9
United States,2016,Basketball,2,0,0
United States,2016,Boxing,1,1,1
United States,2016,Cycling,2,3,0
United States,2016,Diving,0,2,1
United States,2016,Equestrianism,0,1,2
United States,2016,Fencing,0,2,2
United States,2016,Golf,0,0,1
United States,2016,Gymnastics,4,6,2
United States,2016,Judo,1,1,0
United States,2016,Rowing,1,1,0
United States,2016,Sailing,0,0,1
United States,2016,Shooting,1,0,2
United States,2016,Swimming,16,8,9
United States,2016,Taekwondo,0,0,1
United States,2016,Triathlon,1,0,0
United States,2016,Volleyball,0,0,2
United States,2016,Water Polo,1,0,0
United States,2016,Weightlifting,0,0,1
United States,2016,Wrestling,2,0,1
United States,2020,3x3 Basketball,0,0,0
United States,2020,Artistic Gymnastics,2,2,2
United States,2020,Athletics,7,12,7
United States,2020,Baseball/Softball,0,2,0
United States,2020,Basketball,2,0,0
United States,2020,Beach Volleyball,0,0,0
United States,2020,Boxing,0,3,1
United States,2020,Canoe Sprint,1,0,0
United States,2020,Cycling BMX Freestyle,0,1,0
United States,2020,Cycling Track,1,0,1
United States,2020,Diving,0,2,1
United States,2020,Equestrian,0,2,0
United States,2020,Fencing,1,0,1
United States,2020,Football,0,0,1
United States,2020,Golf,2,0,0
United States,2020,Karate,0,0,1
United States,2020,Shooting,3,2,1
United States,2020,Skateboarding,0,0,2
United States,2020,Sport Climbing,0,1,0
United States,2020,Surfing,1,0,0
United States,2020,Swimming,11,10,9
United States,2020,Taekwondo,1,0,0
United States,2020,Triathlon,0,1,1
United States,2020,Volleyball,0,0,0
United States,2020,Water Polo,0,0,0
United States,2020,Weightlifting,0,1,1
United States,2020,Wrestling,3,2,4
United States,2024,3x3 Basketball,0,0,0
United States,2024,Archery,0,1,1
United States,2024,Artistic Gymnastics,3,1,5
United States,2024,Artistic Swimming,0,1,0
United States,2024,Athletics,14,11,9
United States,2024,Basketball,2,0,0
United States,2024,Boxing,0,0,1
United States,2024,Breaking,0,0,1
